key,title,group,type,default,reader,consumer,status
pref_raisr_enabled_key,Nano RAISR — ресамплинг,Настройки камеры > Резкость и детализация > Масштабирование и сверхразрешение > RAISR,ManagedSwitchPreference,false,isRaisrEnabled,app/src/main/java/com/particlesdevs/photoncamera/processing/ml/RaisrProcessor.java; app/src/main/java/com/particlesdevs/photoncamera/processing/processor/HdrxProcessor.java,connected; conditional pipeline / device support
pref_raisr_filter_scale_key,Банк фильтров RAISR,Настройки камеры > Резкость и детализация > Масштабирование и сверхразрешение > RAISR,ListPreference,2,getRaisrFilterScale,app/src/main/java/com/particlesdevs/photoncamera/processing/ml/GpuRaisrProcessor.java; app/src/main/java/com/particlesdevs/photoncamera/processing/ml/RaisrProcessor.java,connected; conditional pipeline / device support
pref_raisr_output_scale_key,Конечный масштаб,Настройки камеры > Резкость и детализация > Масштабирование и сверхразрешение > RAISR,ListPreference,10,getRaisrOutputScale,app/src/main/java/com/particlesdevs/photoncamera/processing/ml/GpuRaisrProcessor.java; app/src/main/java/com/particlesdevs/photoncamera/processing/ml/RaisrProcessor.java,connected; conditional pipeline / device support
pref_raisr_mode_key,Режим RAISR,Настройки камеры > Резкость и детализация > Масштабирование и сверхразрешение > RAISR,ListPreference,quality,getRaisrMode,app/src/main/java/com/particlesdevs/photoncamera/processing/ml/GpuRaisrProcessor.java; app/src/main/java/com/particlesdevs/photoncamera/processing/ml/RaisrProcessor.java,connected; conditional pipeline / device support
pref_raisr_strength_key,"Сила эффекта, %",Настройки камеры > Резкость и детализация > Масштабирование и сверхразрешение > RAISR,UniversalSeekBarPreference,70,getRaisrStrength,app/src/main/java/com/particlesdevs/photoncamera/processing/ml/GpuRaisrProcessor.java; app/src/main/java/com/particlesdevs/photoncamera/processing/ml/RaisrProcessor.java; app/src/main/java/com/particlesdevs/photoncamera/processing/processor/HdrxProcessor.java,connected; conditional pipeline / device support
pref_raisr_halo_key,"Защита от ореолов, %",Настройки камеры > Резкость и детализация > Масштабирование и сверхразрешение > RAISR,UniversalSeekBarPreference,70,getRaisrHaloProtection,app/src/main/java/com/particlesdevs/photoncamera/processing/ml/GpuRaisrProcessor.java; app/src/main/java/com/particlesdevs/photoncamera/processing/ml/RaisrProcessor.java,connected; conditional pipeline / device support
pref_raisr_aliasing_key,"Подавление алиасинга, %",Настройки камеры > Резкость и детализация > Масштабирование и сверхразрешение > RAISR,UniversalSeekBarPreference,35,getRaisrAliasingSuppression,app/src/main/java/com/particlesdevs/photoncamera/processing/ml/GpuRaisrProcessor.java; app/src/main/java/com/particlesdevs/photoncamera/processing/ml/RaisrProcessor.java,connected; conditional pipeline / device support
pref_raw_mfsr_enabled_key,RAW Multi-Frame Super-Resolution,Настройки камеры > Резкость и детализация > Масштабирование и сверхразрешение > RAW MFSR,ManagedSwitchPreference,false,isRawMfsrEnabled,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditional pipeline / device support
pref_mfsr_k_detail_key,MFSR: kDetail,Настройки камеры > Резкость и детализация > Масштабирование и сверхразрешение > RAW MFSR,EditTextPreference,0.5,getMfsrKDetail,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditional pipeline / device support
pref_mfsr_k_denoise_key,MFSR: kDenoise,Настройки камеры > Резкость и детализация > Масштабирование и сверхразрешение > RAW MFSR,EditTextPreference,1.0,getMfsrKDenoise,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditional pipeline / device support
pref_mfsr_k_stretch_key,MFSR: kStretch,Настройки камеры > Резкость и детализация > Масштабирование и сверхразрешение > RAW MFSR,EditTextPreference,4.0,getMfsrKStretch,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditional pipeline / device support
pref_mfsr_k_shrink_key,MFSR: kShrink,Настройки камеры > Резкость и детализация > Масштабирование и сверхразрешение > RAW MFSR,EditTextPreference,2.0,getMfsrKShrink,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditional pipeline / device support
pref_mfsr_dth_key,MFSR: Dth,Настройки камеры > Резкость и детализация > Масштабирование и сверхразрешение > RAW MFSR,EditTextPreference,0.005,getMfsrDth,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditional pipeline / device support
pref_mfsr_tensor_stride_key,MFSR: шаг сетки ядер,Настройки камеры > Резкость и детализация > Масштабирование и сверхразрешение > RAW MFSR,EditTextPreference,8,getMfsrTensorStride,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditional pipeline / device support
pref_mfsr_grad_k_key,"MFSR: порог градиента, сигм",Настройки камеры > Резкость и детализация > Масштабирование и сверхразрешение > RAW MFSR,EditTextPreference,2.5,getMfsrGradK,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditional pipeline / device support
pref_mfsr_dtr_key,MFSR: Dtr,Настройки камеры > Резкость и детализация > Масштабирование и сверхразрешение > RAW MFSR,EditTextPreference,0.02,getMfsrDtr,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditional pipeline / device support
scamera_mosaic_sr_enabled,Save RAW SR Mosaic DNG,Настройки камеры > Резкость и детализация > Масштабирование и сверхразрешение > RAW SR Mosaic DNG,SwitchPreferenceCompat,false,mosaicSrEnabled,app/src/main/java/com/particlesdevs/photoncamera/processing/processor/HdrxProcessor.java,connected; conditional pipeline / device support
scamera_mosaic_sr_jpeg,Use RAW SR Mosaic for JPEG,Настройки камеры > Резкость и детализация > Масштабирование и сверхразрешение > RAW SR Mosaic DNG,SwitchPreferenceCompat,true,mosaicSrUseForJpeg,app/src/main/java/com/particlesdevs/photoncamera/processing/processor/HdrxProcessor.java,connected; conditional pipeline / device support
scamera_mosaic_sr_scale,Output resolution scale,Настройки камеры > Резкость и детализация > Масштабирование и сверхразрешение > RAW SR Mosaic DNG,ListPreference,1.41421356,mosaicSrScale,app/src/main/java/com/particlesdevs/photoncamera/processing/processor/HdrxProcessor.java,connected; conditional pipeline / device support
scamera_mosaic_sr_kernel,CFA reconstruction kernel,Настройки камеры > Резкость и детализация > Масштабирование и сверхразрешение > RAW SR Mosaic DNG,ListPreference,lanczos2,mosaicSrKernel,app/src/main/java/com/particlesdevs/photoncamera/processing/processor/HdrxProcessor.java,connected; conditional pipeline / device support
pref_tunable_postpipeline_tonepipeline,Тональная обработка,"Настройки камеры > Цвет, свет и тон",ListPreference,fusion,,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/PostPipeline.java; app/src/main/java/com/particlesdevs/photoncamera/settings/TunableInjector.java,connected; conditional pipeline / device support
pref_saturation_seekbar_key,Saturation,"Настройки камеры > Цвет, свет и тон",UniversalSeekBarPreference,1.0,getSaturationValue,app/src/main/java/com/particlesdevs/photoncamera/api/Settings.java; app/src/main/java/com/particlesdevs/photoncamera/processing/render/Parameters.java,connected; conditional pipeline / device support
pref_contrast_seekbar_key,Contrast,"Настройки камеры > Цвет, свет и тон",UniversalSeekBarPreference,0.0,getContrastValue,app/src/main/java/com/particlesdevs/photoncamera/api/Settings.java; app/src/main/java/com/particlesdevs/photoncamera/processing/render/Parameters.java,connected; conditional pipeline / device support
pref_expocompensation_seekbar_key,"Экспокоррекция съёмки, EV","Настройки камеры > Цвет, свет и тон",UniversalSeekBarPreference,0.0,,app/src/main/java/com/particlesdevs/photoncamera/api/Settings.java; app/src/main/java/com/particlesdevs/photoncamera/capture/CaptureController.java,connected; conditional pipeline / device support
pref_shadows_seekbar_key,Тени — PhotonCamera / Fusion,"Настройки камеры > Цвет, свет и тон",UniversalSeekBarPreference,0.0,,app/src/main/java/com/particlesdevs/photoncamera/api/Settings.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
pref_compressor_seekbar_key,Усиление светлой ветви Exposure Fusion,"Настройки камеры > Цвет, свет и тон",UniversalSeekBarPreference,0.0,getCompressorValue,app/src/main/java/com/particlesdevs/photoncamera/api/Settings.java,connected; conditional pipeline / device support
pref_aces_enabled_key,Включить ACES,"Настройки камеры > Цвет, свет и тон > ACES > ACES",ManagedSwitchPreference,false,isAcesEnabled,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
pref_aces_tone_curve_key,Тоновая кривая,"Настройки камеры > Цвет, свет и тон > ACES > ACES",ListPreference,0,getAcesToneCurve,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
pref_aces_gamma_curve_key,Гамма-кривая,"Настройки камеры > Цвет, свет и тон > ACES > ACES",ListPreference,0,getAcesGammaCurve,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
pref_aces_output_key,Цветовое пространство вывода,"Настройки камеры > Цвет, свет и тон > ACES > ACES",ListPreference,0,getAcesOutput,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
pref_aces_exposure_key,Экспозиция ACES (EV),"Настройки камеры > Цвет, свет и тон > ACES > ACES",UniversalSeekBarPreference,0,getAcesExposure,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
pref_aces_tone_mix_key,Сила тоновой кривой,"Настройки камеры > Цвет, свет и тон > ACES > ACES",UniversalSeekBarPreference,100,getAcesToneMix,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
pref_aces_mid_gray_key,Средний серый,"Настройки камеры > Цвет, свет и тон > ACES > ACES",UniversalSeekBarPreference,0.18,getAcesMidGray,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
pref_aces_tone_contrast_key,Контраст полутонов,"Настройки камеры > Цвет, свет и тон > ACES > ACES",UniversalSeekBarPreference,1,getAcesToneContrast,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
pref_aces_toe_key,Носок теней,"Настройки камеры > Цвет, свет и тон > ACES > ACES",UniversalSeekBarPreference,50,getAcesToe,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
pref_aces_shoulder_key,Плечо светов,"Настройки камеры > Цвет, свет и тон > ACES > ACES",UniversalSeekBarPreference,50,getAcesShoulder,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
pref_aces_peak_key,Пиковая яркость (нит),"Настройки камеры > Цвет, свет и тон > ACES > ACES",UniversalSeekBarPreference,100,getAcesPeak,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
pref_aces_gamut_key,Сжатие цветового охвата,"Настройки камеры > Цвет, свет и тон > ACES > ACES",UniversalSeekBarPreference,100,getAcesGamut,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
pref_aces_highlight_desat_key,Защита цвета в светах,"Настройки камеры > Цвет, свет и тон > ACES > ACES",UniversalSeekBarPreference,100,getAcesHighlightDesat,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
pref_aces_hue_protection_key,Защита оттенков,"Настройки камеры > Цвет, свет и тон > ACES > ACES",UniversalSeekBarPreference,100,getAcesHueProtection,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
pref_aces_surround_key,Контраст окружения,"Настройки камеры > Цвет, свет и тон > ACES > ACES",UniversalSeekBarPreference,1,getAcesSurround,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
pref_aces_custom_gamma_key,Пользовательская гамма,"Настройки камеры > Цвет, свет и тон > ACES > ACES",UniversalSeekBarPreference,2.2,getAcesCustomGamma,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
pref_capture_one_enabled_key,Включить коррекцию цвета и деталей,"Настройки камеры > Цвет, свет и тон > Цвет и детали (Capture One-style) > Capture One",ManagedSwitchPreference,false,isCaptureOneEnabled,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/CaptureOneProcessing.java,connected; conditional pipeline / device support
pref_c1_lcc_key,Lens Cast Correction — яркость краёв,"Настройки камеры > Цвет, свет и тон > Цвет и детали (Capture One-style) > Capture One",UniversalSeekBarPreference,0,getC1Lcc,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/CaptureOneProcessing.java,connected; conditional pipeline / device support
pref_c1_lcc_red_key,LCC — красный оттенок краёв,"Настройки камеры > Цвет, свет и тон > Цвет и детали (Capture One-style) > Capture One",UniversalSeekBarPreference,0,getC1LccRed,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/CaptureOneProcessing.java,connected; conditional pipeline / device support
pref_c1_lcc_blue_key,LCC — синий оттенок краёв,"Настройки камеры > Цвет, свет и тон > Цвет и детали (Capture One-style) > Capture One",UniversalSeekBarPreference,0,getC1LccBlue,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/CaptureOneProcessing.java,connected; conditional pipeline / device support
pref_c1_clarity_key,Clarity,"Настройки камеры > Цвет, свет и тон > Цвет и детали (Capture One-style) > Capture One",UniversalSeekBarPreference,0,getC1Clarity,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/CaptureOneProcessing.java,connected; conditional pipeline / device support
pref_c1_structure_key,Structure,"Настройки камеры > Цвет, свет и тон > Цвет и детали (Capture One-style) > Capture One",UniversalSeekBarPreference,0,getC1Structure,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/CaptureOneProcessing.java,connected; conditional pipeline / device support
pref_c1_moire_key,Подавление муара,"Настройки камеры > Цвет, свет и тон > Цвет и детали (Capture One-style) > Capture One",UniversalSeekBarPreference,0,getC1Moire,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/CaptureOneProcessing.java,connected; conditional pipeline / device support
pref_c1_single_pixel_key,Удаление одиночных пикселей,"Настройки камеры > Цвет, свет и тон > Цвет и детали (Capture One-style) > Capture One",UniversalSeekBarPreference,50,getC1SinglePixel,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/CaptureOneProcessing.java,connected; conditional pipeline / device support
pref_c1_skin_key,Равномерность тона кожи,"Настройки камеры > Цвет, свет и тон > Цвет и детали (Capture One-style) > Capture One",UniversalSeekBarPreference,0,getC1Skin,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/CaptureOneProcessing.java,connected; conditional pipeline / device support
pref_c1_color_hue_key,Выбранный оттенок,"Настройки камеры > Цвет, свет и тон > Цвет и детали (Capture One-style) > Color Editor",UniversalSeekBarPreference,0,getC1ColorHue,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/CaptureOneProcessing.java,connected; conditional pipeline / device support
pref_c1_color_range_key,Диапазон оттенка,"Настройки камеры > Цвет, свет и тон > Цвет и детали (Capture One-style) > Color Editor",UniversalSeekBarPreference,0,getC1ColorRange,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/CaptureOneProcessing.java,connected; conditional pipeline / device support
pref_c1_color_shift_key,Сдвиг оттенка,"Настройки камеры > Цвет, свет и тон > Цвет и детали (Capture One-style) > Color Editor",UniversalSeekBarPreference,0,getC1ColorShift,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/CaptureOneProcessing.java,connected; conditional pipeline / device support
pref_c1_color_saturation_key,Насыщенность выбранного цвета,"Настройки камеры > Цвет, свет и тон > Цвет и детали (Capture One-style) > Color Editor",UniversalSeekBarPreference,0,getC1ColorSaturation,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/CaptureOneProcessing.java,connected; conditional pipeline / device support
pref_c1_shadows_key,Теплота теней,"Настройки камеры > Цвет, свет и тон > Цвет и детали (Capture One-style) > Color Balance",UniversalSeekBarPreference,0,getC1Shadows,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/CaptureOneProcessing.java,connected; conditional pipeline / device support
pref_c1_midtones_key,Теплота полутонов,"Настройки камеры > Цвет, свет и тон > Цвет и детали (Capture One-style) > Color Balance",UniversalSeekBarPreference,0,getC1Midtones,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/CaptureOneProcessing.java,connected; conditional pipeline / device support
pref_c1_highlights_key,Теплота светов,"Настройки камеры > Цвет, свет и тон > Цвет и детали (Capture One-style) > Color Balance",UniversalSeekBarPreference,0,getC1Highlights,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/CaptureOneProcessing.java,connected; conditional pipeline / device support
scamera_darktable_enabled,Включить дополнительную обработку,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",SwitchPreferenceCompat,false,darktableEnabled,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_exposure,Exposure (EV ×10),"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableExposure,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_filmic_contrast,Filmic contrast,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,100,darktableFilmicContrast,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_shadows,Shadows,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableShadows,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_highlights,Highlights,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableHighlights,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_local_contrast,Local contrast,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableLocalContrast,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_colorfulness,Colorfulness,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableColorfulness,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_highlight_reconstruction,Highlight reconstruction,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableHighlightReconstruction,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_diffuse_sharpen,Diffuse or Sharpen,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableDiffuseSharpen,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_profiled_denoise,Denoise Profiled,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableProfiledDenoise,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_tone_shadows,Tone Equalizer: shadows,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableToneShadows,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_tone_midtones,Tone Equalizer: midtones,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableToneMidtones,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_tone_highlights,Tone Equalizer: highlights,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableToneHighlights,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_balance_shadows,Color Balance RGB: shadows,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableBalanceShadows,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_balance_midtones,Color Balance RGB: midtones,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableBalanceMidtones,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_balance_highlights,Color Balance RGB: highlights,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableBalanceHighlights,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_color_reconstruction,Color Reconstruction,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableColorReconstruction,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_calibration_temperature,Color Calibration: temperature,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableCalibrationTemperature,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_calibration_tint,Color Calibration: tint,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableCalibrationTint,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_color_red,Color Equalizer: red,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableColorRed,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_color_green,Color Equalizer: green,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableColorGreen,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_color_blue,Color Equalizer: blue,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableColorBlue,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_wide_ca,Wide chromatic aberration,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableWideCa,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_vignette,Lens vignette correction,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableVignette,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_haze,Haze Removal,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableHazeRemoval,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
scamera_darktable_texture,Texture Equalizer,"Настройки камеры > Цвет, свет и тон > Дополнительная обработка (darktable-style)",UniversalSeekBarPreference,0,darktableTexture,app/src/main/assets/shaders/Initial/initial.glsl; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditional pipeline / device support
pref_false_color_enabled_key,Автокоррекция цветных граней,"Настройки камеры > Цвет, свет и тон > Хроматические аберрации и ложный цвет",ManagedSwitchPreference,true,isFalseColorCorrectionEnabled,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/FalseColorSuppression.java,connected; conditional pipeline / device support
pref_false_color_strength_key,"Сила подавления ложного цвета, %","Настройки камеры > Цвет, свет и тон > Хроматические аберрации и ложный цвет",UniversalSeekBarPreference,75,getFalseColorStrength,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/FalseColorSuppression.java,connected; conditional pipeline / device support
pref_defringe_purple_key,"Подавление фиолетовой каймы, %","Настройки камеры > Цвет, свет и тон > Хроматические аберрации и ложный цвет",UniversalSeekBarPreference,80,getDefringePurple,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/FalseColorSuppression.java,connected; conditional pipeline / device support
pref_defringe_green_key,"Подавление зелёной/бирюзовой каймы, %","Настройки камеры > Цвет, свет и тон > Хроматические аберрации и ложный цвет",UniversalSeekBarPreference,65,getDefringeGreen,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/FalseColorSuppression.java,connected; conditional pipeline / device support
pref_ca_red_key,Ручная коррекция красного канала,"Настройки камеры > Цвет, свет и тон > Хроматические аберрации и ложный цвет",UniversalSeekBarPreference,0,getCaRed,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/FalseColorSuppression.java,connected; conditional pipeline / device support
pref_ca_blue_key,Ручная коррекция синего канала,"Настройки камеры > Цвет, свет и тон > Хроматические аберрации и ложный цвет",UniversalSeekBarPreference,0,getCaBlue,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/FalseColorSuppression.java,connected; conditional pipeline / device support
pref_camera_sounds_key,Camera Sounds,Настройки камеры > Видоискатель и интерфейс,ManagedSwitchPreference,true,isCameraSoundsOn,app/src/main/java/com/particlesdevs/photoncamera/ui/camera/CameraFragment.java,connected; conditional pipeline / device support
